,Sample,Red,Green,Blue,Merit
0,#0-D1-MAPIBr_1_1_10mM_100C_cap1-MAPbI0.5 MAPbBr0.5 MAPbCl0.0 ,20714.91441106465,35776.16137935895,33839.33137358048,90330.40716400408
1,#1-C1-MAPIBr_1_1_10mM_100C_cap2-MAPbI0.5 MAPbBr0.5 MAPbCl0.0 ,22283.143496147448,40427.24039141919,28467.269243390903,91177.65313095754
2,#2-B1-MAPIBr_1_1_10mM_100C_cap5-MAPbI0.5 MAPbBr0.5 MAPbCl0.0 ,12237.622148803339,12580.782571521444,6534.494123595373,31352.898843920157
3,#3-A1-MAPIBr_1_1_10mM_100C_cap9-MAPbI0.5 MAPbBr0.5 MAPbCl0.0 ,8501.696690339728,6322.569414069526,737.6573819092972,15561.923486318552
4,#4-D2-MAPIBr_1_1_10mM_100C_cap4-MAPbI0.5 MAPbBr0.5 MAPbCl0.0 ,23889.44499929865,26238.47641617217,10585.732503287512,60713.653918758326
5,#5-C2-MAPIBr_1_1_10mM_100C_cap5-MAPbI0.5 MAPbBr0.5 MAPbCl0.0 ,15790.914727564004,17146.601722799358,6213.870408353954,39151.38685871732
6,#6-B2-MAPIBr_1_1_10mM_100C_cap9-MAPbI0.5 MAPbBr0.5 MAPbCl0.0 ,14326.6147427564,18836.93185174754,3066.838636630045,36230.38523113399
7,#7-A2-MAPIBr_1_1_10mM_100C_cap6-MAPbI0.5 MAPbBr0.5 MAPbCl0.0 ,18825.598450743953,33140.789780128274,26722.113936594204,78688.50216746643
8,#8-D3-MAPIBr_1_1-MAPbI0.5 MAPbBr0.5 MAPbCl0.0 ,22257.501953512765,33325.30832350732,29161.00479783386,84743.81507485395
9,#9-C3-MAPIBr_1_1_10mM_100C_cap3-MAPbI0.5 MAPbBr0.5 MAPbCl0.0 ,24063.82354191565,38201.57548899237,35437.13552223489,97702.5345531429
10,#10-B3-MAPIBr_1_1_10mM_100C_cap6-MAPbI0.5 MAPbBr0.5 MAPbCl0.0 ,20902.069391371468,33928.5867327164,25366.559408414952,80197.21553250283
11,#11-A3-MAPIBr_1_1-MAPbI0.5 MAPbBr0.5 MAPbCl0.0 ,12722.16925690853,27458.697214024563,18831.23509118673,59012.101562119824
12,#12-D4-MAPIBr_1_1_10mM_100C_cap3-MAPbI0.5 MAPbBr0.5 MAPbCl0.0 ,23366.2276985116,37873.53785003143,36151.44910977938,97391.21465832242
13,#13-C4-MAPIBr_1_1_10mM_100C_cap7-MAPbI0.5 MAPbBr0.5 MAPbCl0.0 ,22086.798129437855,37956.23340068856,30467.831522652883,90510.86305277928
14,#14-B4-MAPIBr_1_1_10mM_100C_cap8-MAPbI0.5 MAPbBr0.5 MAPbCl0.0 ,20612.384922809593,39157.562985387915,28320.34596344188,88090.29387163938
15,#15-A4-MAPIBr_1_1_10mM_100C_cap10-MAPbI0.5 MAPbBr0.5 MAPbCl0.0 ,14897.512210531384,36179.01931125005,33320.44609069676,84396.9776124782
16,#16-D5-MAPIBr_1_1_10mM_100C_cap7-MAPbI0.5 MAPbBr0.5 MAPbCl0.0 ,21288.48281619215,31350.068860462736,21735.793179692446,74374.34485634734
17,#17-C5-MAPIBr_1_1_10mM_100C_cap8-MAPbI0.5 MAPbBr0.5 MAPbCl0.0 ,23084.009481766905,36999.29409659802,29555.491482501024,89638.79506086596
18,#18-B5-MAPIBr_1_1_10mM_100C_PTAI-MAPbI0.5 MAPbBr0.5 MAPbCl0.0 ,7594.466409213838,5808.10332916575,3277.567477683883,16680.13721606347
19,#19-A5-MAPIBr_1_1-MAPbI0.5 MAPbBr0.5 MAPbCl0.0 ,11340.61198532115,24174.799782723567,16583.731118863227,52099.14288690794
20,#20-D6-MAPIBr_1_1_10mM_100C_cap10-MAPbI0.5 MAPbBr0.5 MAPbCl0.0 ,26493.9774698781,43806.4832131023,43306.32697793364,113606.78766091404
21,#21-C6-MAPIBr_1_1_10mM_100C_PTAI-MAPbI0.5 MAPbBr0.5 MAPbCl0.0 ,5999.268910908997,4028.4027259772124,2332.3744500391736,12360.046086925382
22,#22-B6-MAPIBr_1_1-MAPbI0.5 MAPbBr0.5 MAPbCl0.0 ,18453.034975771407,31529.18989388423,25427.550734893026,75409.77560454866
23,#23-A6-MAPIBr_1_1_10mM_100C_cap1-MAPbI0.5 MAPbBr0.5 MAPbCl0.0 ,16453.355337042394,31860.05487754757,25549.039071564282,73862.44928615424
24,#24-D7-MAPIBr_1_1-MAPbI0.5 MAPbBr0.5 MAPbCl0.0 ,17860.466434830272,24153.781600621413,17649.283782014743,59663.53181746643
25,#25-C7-MAPIBr_1_1-MAPbI0.5 MAPbBr0.5 MAPbCl0.0 ,21051.923592190444,29781.66764236062,22949.71213959973,73783.3033741508
26,#26-B7-MAPIBr_1_1_10mM_100C_cap2-MAPbI0.5 MAPbBr0.5 MAPbCl0.0 ,20187.993291432307,42283.19059956106,40508.93230411553,102980.11619510889
27,#27-A7-MAPIBr_1_1_10mM_100C_cap4-MAPbI0.5 MAPbBr0.5 MAPbCl0.0 ,19484.67955469427,23793.331576006774,8563.673259257534,51841.68438995858
