,Sample,Red,Green,Blue,Merit
0,#0-D1-MAPIBr_1_3_5mM_100C_cap10-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,22043.544346683793,49570.53918517946,35847.02470479941,107461.10823666267
1,#1-C1-MAPIBr_1_3_10mM_75C_cap7-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,13244.66044224651,53660.70733101633,48339.02669641781,115244.39446968064
2,#2-B1-MAPIBr_1_3_10mM_75C_cap10-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,18849.2226804625,50706.06811617051,37329.09147073003,106884.38226736305
3,#3-A1-MAPIBr_1_3_5mM_75C_cap7-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,8180.831113218948,49628.632042596764,44623.79154686699,102433.2547026827
4,#4-D2-MAPIBr_1_3_10mM_75C_cap8-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,12773.086099316422,43213.89190696739,32241.13020295941,88228.10820924322
5,#5-C2-MAPIBr_1_3_10mM_75C_PTAI-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,15390.651288327981,34395.96195420654,16680.10994232099,66466.72318485551
6,#6-B2-MAPIBr_1_3_5mM_75C_cap8-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,14178.990856234634,50418.992716179615,37986.84919649983,102584.83276891409
7,#7-A2-MAPIBr_1_3_5mM_75C_PTAI-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,8488.564401799307,34979.03341954027,13145.10018204164,56612.698003381214
8,#8-D3-MAPIBr_1_3_5mM_75C_cap6-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,21914.76734902008,52892.330766998464,36704.33193932813,111511.43005534667
9,#9-C3-MAPIBr_1_3_5mM_75C_cap9-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,8817.88231603268,20814.97505748731,8803.523764756592,38436.381138276585
10,#10-B3-MAPIBr_1_3-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,12816.168087401466,39619.79324599069,15166.212171523513,67602.17350491567
11,#11-A3---MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,869.534486124154,175.0317729078518,900.0710376235248,1944.6372966555307
12,#12-D4-MAPIBr_1_3_5mM_75C_cap10-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,22319.83265089261,47003.992768364726,30911.144633148768,100234.9700524061
13,#13-C4-MAPIBr_1_3-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,12855.897703169812,39468.35702605521,19477.542706525684,71801.7974357507
14,#14-B4-MAPIBr_1_3_10mM_100C_cap6-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,11524.21740006144,45343.12074042932,27890.923411018244,84758.261551509
15,#15-A4-MAPIBr_1_3_10mM_100C_cap9-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,2540.882384159807,16344.653268687436,4294.116784429594,23179.652437276836
16,#16-D5-MAPIBr_1_3-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,11368.065445926713,30395.046424602137,12007.019242966786,53770.131113495634
17,#17-C5-MAPIBr_1_3_10mM_100C_cap7-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,13543.612036880684,55562.96923729856,48896.85166055136,118003.4329347306
18,#18-B5-MAPIBr_1_3_10mM_100C_cap10-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,17407.879783415112,49400.974314465995,31003.416593504826,97812.27069138593
19,#19-A5-MAPIBr_1_3_5mM_100C_cap7-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,4481.941959505899,45669.55632454709,39435.95413722473,89587.45242127773
20,#20-D6-MAPIBr_1_3_10mM_100C_cap8-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,12118.268515050253,38230.00051599979,24303.00370515433,74651.27273620438
21,#21-C6-MAPIBr_1_3_10mM_100C_PTAI-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,9887.911975206092,22766.791512127507,7341.3489829686305,39996.05247030223
22,#22-B6-MAPIBr_1_3_5mM_100C_cap8-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,12442.52246098812,51636.917726979584,40758.855720929125,104838.29590889683
23,#23-A6-MAPIBr_1_3_5mM_100C_PTAI-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,9821.060092817886,29895.89409073101,11672.998998191992,51389.953181740886
24,#24-D7-MAPIBr_1_3_5mM_100C_cap6-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,19670.240735877378,45452.85956492345,29709.394655976343,94832.49495677717
25,#25-C7-MAPIBr_1_3_5mM_100C_cap9-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,11571.872994619605,25418.286822992097,10533.214453737532,47523.37427134924
26,#26-B7-MAPIBr_1_3_10mM_75C_cap6-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,18417.779924374943,53674.52502243882,41145.848344745405,113238.15329155917
27,#27-A7-MAPIBr_1_3_10mM_75C_cap9-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,8161.436261149498,21908.649730804213,8898.40889894054,38968.494890894246
