,Sample,Red,Green,Blue,Merit
0,#0-D1-MAPIBr_0_1_10mM_100C_cap2-MAPbI0 MAPbBr1 MAPbCl0 ,4841.309821631609,12150.44313606447,16370.123878081928,33361.876835778006
1,#1-C1-MAPIBr_0_1_10mM_100C_cap5-MAPbI0 MAPbBr1 MAPbCl0 ,2543.7339355118247,1277.0196404322714,221.54176242416645,4042.2953383682625
2,#2-B1-MAPIBr_0_1_10mM_100C_cap8-MAPbI0 MAPbBr1 MAPbCl0 ,1330.132993816418,4726.23363939888,3990.173092284199,10046.539725499497
3,#3-A1-MAPIBr_0_1_10mM_100C_cap1-MAPbI0 MAPbBr1 MAPbCl0 ,1550.6056885401683,6392.339692719673,8045.762546404895,15988.707927664735
4,#4-D2-MAPIBr_0_1_10mM_100C_cap5-MAPbI0 MAPbBr1 MAPbCl0 ,885.781792025372,1923.0663034822155,443.1030928930229,3251.9511884006106
5,#5-C2-MAPIBr_0_1_10mM_100C_cap8-MAPbI0 MAPbBr1 MAPbCl0 ,1533.5095067261432,5726.444548248971,6870.408212201648,14130.362267176763
6,#6-B2-MAPIBr_0_1_10mM_100C_PTAI-MAPbI0 MAPbBr1 MAPbCl0 ,1383.8823186202749,2662.8597285630444,3866.0626074372585,7912.804654620577
7,#7-A2-MAPIBr_0_1_10mM_100C_cap4-MAPbI0 MAPbBr1 MAPbCl0 ,1859.465102395042,11838.90974941493,9810.170168656277,23508.54502046625
8,#8-D3-MAPIBr_0_1_10mM_100C_cap10-MAPbI0 MAPbBr1 MAPbCl0 ,3311.0055447400673,10234.815258604214,4058.337860116658,17604.15866346094
9,#9-C3-MAPIBr_0_1_10mM_100C_PTAI-MAPbI0 MAPbBr1 MAPbCl0 ,1443.9249881442781,5849.392763051184,1767.4589464230696,9060.776697618532
10,#10-B3-MAPIBr_0_1-MAPbI0 MAPbBr1 MAPbCl0 ,4824.083132977909,21125.553541655503,26579.84239209962,52529.47906673304
11,#11-A3-MAPIBr_0_1-MAPbI0 MAPbBr1 MAPbCl0 ,5824.671976913056,13029.493210127,11450.015590809957,30304.180777850015
12,#12-D4-MAPIBr_0_1-MAPbI0 MAPbBr1 MAPbCl0 ,10728.613134260808,30796.81483691247,40642.81535748022,82168.2433286535
13,#13-C4-MAPIBr_0_1-MAPbI0 MAPbBr1 MAPbCl0 ,5416.1050942894335,14847.686610842222,12456.26916910588,32720.060874237537
14,#14-B4-MAPIBr_0_1_10mM_100C_cap3-MAPbI0 MAPbBr1 MAPbCl0 ,4840.260119312928,18847.877943843418,22719.377307557002,46407.51537071334
15,#15-A4-MAPIBr_0_1_10mM_100C_cap10-MAPbI0 MAPbBr1 MAPbCl0 ,2054.8508935685095,5551.315185198406,5938.5471071759,13544.713185942815
16,#16-D5-MAPIBr_0_1_10mM_100C_cap9-MAPbI0 MAPbBr1 MAPbCl0 ,3013.6208285164716,799.2742776444117,761.4046918252113,4574.299797986095
17,#17-C5-MAPIBr_0_1_10mM_100C_cap3-MAPbI0 MAPbBr1 MAPbCl0 ,4730.152782449987,20455.93709259181,24409.326322698096,49595.41619773989
18,#18-B5-MAPIBr_0_1_10mM_100C_cap7-MAPbI0 MAPbBr1 MAPbCl0 ,3971.9248099664824,12565.137564786122,15537.669893512144,32074.73226826475
19,#19-A5-MAPIBr_0_1-MAPbI0 MAPbBr1 MAPbCl0 ,3672.5028281437253,18061.082852392137,21565.16050247856,43298.746183014424
20,#20-D6-MAPIBr_0_1_10mM_100C_cap6-MAPbI0 MAPbBr1 MAPbCl0 ,3458.9606236746854,12907.389546149188,8683.86039053815,25050.210560362022
21,#21-C6-MAPIBr_0_1_10mM_100C_cap7-MAPbI0 MAPbBr1 MAPbCl0 ,2215.0112943605636,5916.873521715934,6783.870528969581,14915.755345046078
22,#22-B6-MAPIBr_0_1_10mM_100C_cap1-MAPbI0 MAPbBr1 MAPbCl0 ,2843.282524777757,11888.419271997707,19493.088493741103,34224.79029051657
23,#23-A6-MAPIBr_0_1_10mM_100C_cap9-MAPbI0 MAPbBr1 MAPbCl0 ,2773.0360818794516,1012.6878286280128,353.4621850370451,4139.186095544509
24,#24-D7-MAPIBr_0_1-MAPbI0 MAPbBr1 MAPbCl0 ,6814.799699591131,17918.39239879271,20239.67087168052,44972.86297006436
25,#25-C7-MAPIBr_0_1_10mM_100C_cap2-MAPbI0 MAPbBr1 MAPbCl0 ,2162.6445138136455,8183.028690193792,8041.344361221929,18387.017565229366
26,#26-B7-MAPIBr_0_1_10mM_100C_cap4-MAPbI0 MAPbBr1 MAPbCl0 ,3069.851845039028,11243.936435288546,8584.486859934192,22898.275140261765
27,#27-A7-MAPIBr_0_1_10mM_100C_cap6-MAPbI0 MAPbBr1 MAPbCl0 ,2418.3109070021856,10419.020423654903,2701.0227237749446,15538.354054432033
