,0.5
0,0.08651848374142668
1,0.10524606304184059
2,0.08158935669585343
3,0.10087130844621983
4,0.06422450258233026
5,0.06719415116741656
6,0.03539865637615436
7,0.05300849279829323
8,0.053124566413367935
9,0.1208322266788383
10,0.06616766076490577
11,0.08552292325889044
