,0
0,0.18511685658083699
1,0.06048503512391967
2,0.18796114903256622
3,0.20623819101592322
4,0.07877231961274056
5,0.276591965257895
6,0.10816825702490385
7,0.07794135337312191
8,0.19603059300951864
9,0.022138433928724277
10,0.19869899061158702
11,0.19591680493684893
