,Sample,Red,Green,Blue,Merit
0,#0-D1-MAPIBr_3_1_5mM_100C_cap7-MAPbI0.75 MAPbBr0.25 MAPbCl0.0 ,23770.77121843974,27798.74886719703,10084.391522677273,61653.91160831404
1,#1-C1-MAPIBr_3_1_5mM_100C_cap10-MAPbI0.75 MAPbBr0.25 MAPbCl0.0 ,27245.67881604105,31544.53621871719,2401.469213558082,61191.68424831632
2,#2-B1-MAPIBr_3_1_10mM_75C_cap7-MAPbI0.75 MAPbBr0.25 MAPbCl0.0 ,21235.667487540995,31587.0268078246,15972.911438187912,68795.6057335535
3,#3-A1-MAPIBr_3_1_10mM_75C_cap10-MAPbI0.75 MAPbBr0.25 MAPbCl0.0 ,22947.429032325243,25019.32297611113,9109.068159901684,57075.820168338054
4,#4-D2-MAPIBr_3_1_5mM_100C_PTAI-MAPbI0.75 MAPbBr0.25 MAPbCl0.0 ,20783.093281315258,17964.783863253706,2319.1130775945294,41066.9902221635
5,#5-C2-MAPIBr_3_1_10mM_75C_cap8-MAPbI0.75 MAPbBr0.25 MAPbCl0.0 ,29964.016219677695,32973.03859738489,2910.2929822777733,65847.34779934035
6,#6-B2-MAPIBr_3_1_10mM_75C_PTAI-MAPbI0.75 MAPbBr0.25 MAPbCl0.0 ,13366.624909353306,10831.016904897911,3539.823459639507,27737.465273890724
7,#7-A2-MAPIBr_3_1_5mM_75C_cap8-MAPbI0.75 MAPbBr0.25 MAPbCl0.0 ,24842.82512873607,27760.50731540305,2244.4785362354914,54847.81098037461
8,#8-D3-MAPIBr_3_1_10mM_75C_cap9-MAPbI0.75 MAPbBr0.25 MAPbCl0.0 ,26295.765365894855,22010.111055580655,4018.032728229768,52323.90914970528
9,#9-C3-MAPIBr_3_1_5mM_75C_cap6-MAPbI0.75 MAPbBr0.25 MAPbCl0.0 ,31159.661002826528,31390.995612733102,8672.835290931667,71223.4919064913
10,#10-B3-MAPIBr_3_1_5mM_75C_cap9-MAPbI0.75 MAPbBr0.25 MAPbCl0.0 ,25000.14914171609,21989.119031788563,9428.560641170545,56417.8288146752
11,#11-A3-MAPIBr_3_1-MAPbI0.75 MAPbBr0.25 MAPbCl0.0 ,30075.428224687897,28755.312167528995,4814.012494007949,63644.752886224844
12,#12-D4-MAPIBr_3_1_5mM_75C_cap7-MAPbI0.75 MAPbBr0.25 MAPbCl0.0 ,20875.93052826898,26972.964398732936,7529.344871069536,55378.239798071445
13,#13-C4-MAPIBr_3_1_5mM_75C_cap10-MAPbI0.75 MAPbBr0.25 MAPbCl0.0 ,24088.750013801135,29360.69675882,2849.8598951575827,56299.306667778714
14,#14-B4-MAPIBr_3_1-MAPbI0.75 MAPbBr0.25 MAPbCl0.0 ,29425.441955175465,29840.523800429255,4947.712873124868,64213.67862872959
15,#15-A4-MAPIBr_3_1_10mM_100C_cap6-MAPbI0.75 MAPbBr0.25 MAPbCl0.0 ,24488.69729217935,20413.817883309966,8873.172265272553,53775.68744076187
16,#16-D5-MAPIBr_3_1_5mM_75C_PTAI-MAPbI0.75 MAPbBr0.25 MAPbCl0.0 ,14800.04099099452,10753.831081517337,2158.7827297580893,27712.654802269943
17,#17-C5---MAPbI0.75 MAPbBr0.25 MAPbCl0.0 ,170.99901247207683,64.18363915686436,1577.094884909338,1812.277536538279
18,#18-B5-MAPIBr_3_1_10mM_100C_cap7-MAPbI0.75 MAPbBr0.25 MAPbCl0.0 ,19332.328812185177,23820.26129349268,9867.954265485136,53020.54437116299
19,#19-A5-MAPIBr_3_1_10mM_100C_cap10-MAPbI0.75 MAPbBr0.25 MAPbCl0.0 ,24961.596732557962,26073.350260183055,5394.082170570245,56429.029163311265
20,#20-D6-MAPIBr_3_1-MAPbI0.75 MAPbBr0.25 MAPbCl0.0 ,26197.101424781275,23474.372381529793,2364.8249181435704,52036.29872445464
21,#21-C6-MAPIBr_3_1_10mM_100C_cap8-MAPbI0.75 MAPbBr0.25 MAPbCl0.0 ,26368.275820910603,21372.52218652034,1929.5135890721722,49670.31159650312
22,#22-B6-MAPIBr_3_1_10mM_100C_PTAI-MAPbI0.75 MAPbBr0.25 MAPbCl0.0 ,16871.675128103834,12596.54001992428,2442.113127518965,31910.32827554708
23,#23-A6-MAPIBr_3_1_5mM_100C_cap8-MAPbI0.75 MAPbBr0.25 MAPbCl0.0 ,25463.41014650856,26318.769003783127,1936.2458289040292,53718.42497919571
24,#24-D7-MAPIBr_3_1_10mM_100C_cap9-MAPbI0.75 MAPbBr0.25 MAPbCl0.0 ,31986.46133822441,24287.18989449026,3285.218603527191,59558.869836241865
25,#25-C7-MAPIBr_3_1_5mM_100C_cap6-MAPbI0.75 MAPbBr0.25 MAPbCl0.0 ,29141.978448145903,28535.96188530823,4003.9425916301307,61681.88292508426
26,#26-B7-MAPIBr_3_1_5mM_100C_cap9-MAPbI0.75 MAPbBr0.25 MAPbCl0.0 ,29141.848043868074,25781.17068607406,5005.883779925042,59928.90250986718
27,#27-A7-MAPIBr_3_1_10mM_75C_cap6 -MAPbI0.75 MAPbBr0.25 MAPbCl0.0 ,29353.29140195838,26620.20863640499,9181.922323673478,65155.42236203685
