,Sample,Red,Green,Blue,Merit
0,#0-D1-MAPIBr_1_0_10mM_100C_cap9-MAPbI1 MAPbBr0 MAPbCl0 ,17662.855297807047,15422.250333808654,5192.254774984016,38277.36040659972
1,#1-C1-MAPIBr_1_0_10mM_100C_cap6-MAPbI1 MAPbBr0 MAPbCl0 ,29950.674460908194,27838.212923373198,4439.236745030925,62228.12412931232
2,#2-B1-MAPIBr_1_0_10mM_100C_cap7-MAPbI1 MAPbBr0 MAPbCl0 ,33104.05746013317,36485.11404559402,4559.075051714099,74148.24655744128
3,#3-A1-MAPIBr_1_0_10mM_100C_cap1-MAPbI1 MAPbBr0 MAPbCl0 ,35643.386879940794,35331.25463418155,3363.3668481359555,74338.00836225829
4,#4-D2-MAPIBr_1_0_10mM_100C_cap6-MAPbI1 MAPbBr0 MAPbCl0 ,29227.471939605402,26607.41270870203,3013.0677097367397,58847.952358044175
5,#5-C2-MAPIBr_1_0-MAPbI1 MAPbBr0 MAPbCl0 ,32257.720075988607,33491.6970661785,4321.8705470852265,70071.28768925233
6,#6-B2-MAPIBr_1_0_10mM_100C_cap1-MAPbI1 MAPbBr0 MAPbCl0 ,38442.042540798786,38627.48050116496,6943.827973747061,84013.3510157108
7,#7-A2-MAPIBr_1_0_10mM_100C_cap4-MAPbI1 MAPbBr0 MAPbCl0 ,40545.112025259616,42149.84273973891,6677.343594379756,89372.29835937827
8,#8-D3---MAPbI0 MAPbBr0 MAPbCl0 ,84.25203709014815,301.616590727141,482.46078493868794,868.329412755977
9,#9-C3-MAPIBr_1_0_10mM_100C_cap2-MAPbI1 MAPbBr0 MAPbCl0 ,45472.22385737286,45428.362268130506,8253.618243456262,99154.20436895962
10,#10-B3-MAPIBr_1_0_10mM_100C_cap4-MAPbI1 MAPbBr0 MAPbCl0 ,40192.67820502531,42223.334719254926,6581.366610106835,88997.37953438707
11,#11-A3-MAPIBr_1_0-MAPbI1 MAPbBr0 MAPbCl0 ,33388.2529436766,36322.882976484834,4991.2725278840635,74702.40844804549
12,#12-D4-MAPIBr_1_0_10mM_100C_cap2-MAPbI1 MAPbBr0 MAPbCl0 ,43734.99185845177,44037.951355944104,7075.995026576856,94848.93824097273
13,#13-C4-MAPIBr_1_0_10mM_100C_cap5-MAPbI1 MAPbBr0 MAPbCl0 ,32224.95264458545,32216.6068083478,4526.1684276297865,68967.72788056303
14,#14-B4-MAPIBr_1_0_10mM_100C_cap8-MAPbI1 MAPbBr0 MAPbCl0 ,40159.90753367702,42074.56641447085,6531.995156178389,88766.46910432626
15,#15-A4-MAPIBr_1_0_10mM_100C_cap10-MAPbI1 MAPbBr0 MAPbCl0 ,36653.905457277004,33822.856297502236,17778.532454958546,88255.29420973778
16,#16-D5-MAPIBr_1_0_10mM_100C_cap5-MAPbI1 MAPbBr0 MAPbCl0 ,22363.592787634887,19810.44185760383,1631.9845054347804,43806.0191506735
17,#17-C5-MAPIBr_1_0_10mM_100C_cap8-MAPbI1 MAPbBr0 MAPbCl0 ,38310.910473085765,41698.647771577176,3646.5100125767267,83656.06825723968
18,#18-B5-MAPIBr_1_0_10mM_100C_PTAI-MAPbI1 MAPbBr0 MAPbCl0 ,10457.092114520112,8172.643397379813,2871.6593643442757,21501.3948762442
19,#19-A5-MAPIBr_1_0-MAPbI1 MAPbBr0 MAPbCl0 ,27830.38958622126,30498.80288728443,8887.8932609023,67217.08573440799
20,#20-D6-MAPIBr_1_0_10mM_100C_cap10-MAPbI1 MAPbBr0 MAPbCl0 ,33066.956005441,33143.19904097495,3887.833251294432,70097.98829771038
21,#21-C6-MAPIBr_1_0_10mM_100C_PTAI-MAPbI1 MAPbBr0 MAPbCl0 ,13874.62092210427,9169.945166598536,1875.5307803137,24920.096869016506
22,#22-B6-MAPIBr_1_0-MAPbI1 MAPbBr0 MAPbCl0 ,28117.345329262364,28188.81060205051,5007.547659709229,61313.7035910221
23,#23-A6-MAPIBr_1_0_10mM_100C_cap3-MAPbI1 MAPbBr0 MAPbCl0 ,35290.90880964913,32989.36367572517,5034.168138600245,73314.44062397454
24,#24-D7-MAPIBr_1_0-MAPbI1 MAPbBr0 MAPbCl0 ,24802.151287792276,22897.01217489336,4201.205810831174,51900.36927351681
25,#25-C7-MAPIBr_1_0_10mM_100C_cap9-MAPbI1 MAPbBr0 MAPbCl0 ,436.5325285785826,268.40030147425904,283.49270516703604,988.4255352198777
26,#26-B7-MAPIBr_1_0_10mM_100C_cap3-MAPbI1 MAPbBr0 MAPbCl0 ,33992.346894018294,31277.14668671881,3555.184994690882,68824.67857542798
27,#27-A7-MAPIBr_1_0_10mM_100C_cap7-MAPbI1 MAPbBr0 MAPbCl0 ,33433.02304392374,31379.366711713308,2165.817790273184,66978.20754591023
