,Sample,Red,Green,Blue,Merit
0,#0-D1-MAPIBr_0_1_10mM_75C_PTAI-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,4754.835838798927,7317.185329880663,1469.3340657527358,13541.355234432325
1,#1-C1-MAPIBr_0_1_5mM_75C_cap8-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,1334.566536048945,3705.969224546776,1966.2100856417424,7006.745846237463
2,#2-B1-MAPIBr_0_1_5mM_75C_PTAI-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,7501.898811117504,11735.460866028396,3162.7436122625268,22400.103289408427
3,#3-A1-MAPIBr_0_1-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,11560.77863978704,20693.747165422297,15934.602626124251,48189.12843133359
4,#4-D2-MAPIBr_0_1_5mM_75C_cap9-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,1418.39372057038,1061.2311671075818,355.75918752986007,2835.384075207822
5,#5-C2-MAPIBr_0_1-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,14474.700980120613,32133.545991284973,40327.01758269305,86935.26455409864
6,#6-B2---MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,1158.0102677987393,501.6188523198188,1348.775972010726,3008.405092129284
7,#7-A2-MAPIBr_0_1_10mM_100C_cap8-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,601.5092328089711,2368.6239149291605,1487.493875873926,4457.627023612058
8,#8-D3-MAPIBr_0_1-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,8361.73158340142,21549.825046166134,23574.726034186606,53486.28266375416
9,#9-C3-MAPIBr_0_1_10mM_100C_cap6-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,2750.0054604175266,15551.83840834277,11106.901268163288,29408.745136923586
10,#10-B3-MAPIBr_0_1_10mM_100C_cap9-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,1049.7387513394592,1597.5869252040034,252.2947611957611,2899.6204377392237
11,#11-A3-MAPIBr_0_1_5mM_100C_cap6-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,2926.9455120827433,13859.628596553915,8964.10262312523,25750.676731761887
12,#12-D4-MAPIBr_0_1_10mM_100C_cap7-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,6045.577922300846,13838.012260592803,17587.785532959555,37471.3757158532
13,#13-C4-MAPIBr_0_1_10mM_100C_cap10-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,2971.524602696438,8778.014278592038,2518.0561357061656,14267.59501699464
14,#14-B4-MAPIBr_0_1_5mM_100C_cap7-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,3370.8394506997192,10322.770008507616,10037.974961261236,23731.58442046857
15,#15-A4-MAPIBr_0_1_5mM_100C_cap10-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,4057.0681442010036,8504.338015246627,3266.555069190485,15827.961228638116
16,#16-D5-MAPIBr_0_1_10mM_100C_PTAI-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,4680.553410004621,8505.26518316365,3045.8814745712457,16231.700067739517
17,#17-C5-MAPIBr_0_1_5mM_100C_cap8-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,1588.4205578794451,5750.428330098987,5019.066797470181,12357.915685448614
18,#18-B5-MAPIBr_0_1_5mM_100C_PTAI-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,6836.1810180634175,10595.089193257096,1434.389579748295,18865.659791068807
19,#19-A5-MAPIBr_0_1_10mM_75C_cap8-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,486.1247275745406,3273.7858585639206,2288.2276474149357,6048.138233553396
20,#20-D6-MAPIBr_0_1_5mM_100C_cap9-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,350.8036747053927,1373.8017933483725,132.8441929454479,1857.4496609992132
21,#21-C6-MAPIBr_0_1_10mM_75C_cap6-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,4498.065651473376,11959.624211923576,7344.352126705662,23802.041990102614
22,#22-B6-MAPIBr_0_1_10mM_75C_cap9-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,902.8416587153738,1387.2542003312005,311.9871880288378,2602.083047075412
23,#23-A6-MAPIBr_0_1_5mM_75C_cap6-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,4740.219113860882,18252.92218575377,16422.255603687514,39415.39690330217
24,#24-D7-MAPIBr_0_1_10mM_75C_cap7-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,4064.5644553947454,10167.383095452997,11846.42584954233,26078.37340039007
25,#25-C7-MAPIBr_0_1_10mM_75C_cap10-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,4041.262200126413,7608.312863689888,1989.5743749348705,13639.149438751172
26,#26-B7-MAPIBr_0_1_5mM_75C_cap7-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,3407.174589660144,12965.138681890898,13162.321710861905,29534.634982412947
27,#27-A7-MAPIBr_0_1_5mM_75C_cap10-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,5889.84051045901,10792.56820202022,7437.082261462064,24119.490973941294
