,Sample,Red,Green,Blue,Merit
0,#0-D1-MAPIBr_1_3_10mM_100C_cap3-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,17177.88838093916,51133.343671244686,45043.675033903884,113354.90708608773
1,#1-C1-MAPIBr_1_3_10mM_100C_PTAI-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,8495.709271445288,28260.55706038266,11084.720106373421,47840.98643820137
2,#2-B1-MAPIBr_1_3_5mM_100C_cap3-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,15857.69071084908,58341.41594542068,51636.33224080972,125835.43889707948
3,#3-A1---MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,2731.6913304690493,1080.6051798421918,1742.2200555435154,5554.516565854756
4,#4-D2-MAPIBr_1_3_5mM_100C_cap1-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,11880.843299062328,51208.98290913474,42615.68684072898,105705.51304892605
5,#5-C2-MAPIBr_1_3_5mM_100C_cap4-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,12827.602821401022,45671.834409044415,24228.34656461686,82727.78379506229
6,#6-B2-MAPIBr_1_3_10mM_75C_cap1-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,4874.45734995289,47317.02601198835,36410.25994414786,88601.7433060891
7,#7-A2-MAPIBr_1_3_10mM_100C_cap4-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,8050.580691720319,39964.82772113367,13945.244437475289,61960.65285032928
8,#8-D3-MAPIBr_1_3_5mM_100C_cap5-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,7519.129855900893,32444.657727711106,9534.414736818606,49498.2023204306
9,#9-C3-MAPIBr_1_3_10mM_75C_cap2-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,14175.140328806345,49293.290451290326,32703.581060276305,96172.01184037299
10,#10-B3-MAPIBr_1_3_10mM_75C_cap5-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,1412.389114471914,23435.73989108146,4739.971996247049,29588.101001800424
11,#11-A3-MAPIBr_1_3_5mM_100C_cap2-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,3640.0931721129255,41515.19923565422,23612.523502962613,68767.81591072975
12,#12-D4-MAPIBr_1_3_10mM_75C_cap3-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,19614.507663826174,54126.888685377744,44100.426259951724,117841.82260915564
13,#13-C4-MAPIBr_1_3_10mM_75C_PTAI-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,5165.133725253089,26265.52792849776,7523.304153880623,38953.965807631466
14,#14-B4-MAPIBr_1_3_5mM_75C_cap3-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,13421.470423524781,47257.73121299028,22224.218665089138,82903.4203016042
15,#15-A4-MAPIBr_1_3_5mM_100C_PTAI-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,2190.9908134635407,24155.9938434208,5395.680811498576,31742.66546838292
16,#16-D5-MAPIBr_1_3_5mM_75C_cap1-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,14702.990180376484,50906.98237148522,37899.510387122995,103509.4829389847
17,#17-C5-MAPIBr_1_3_5mM_75C_cap4-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,14610.506221887428,40779.44705980766,23944.64273976903,79334.59602146412
18,#18-B5-MAPIBr_1_3-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,10753.630890084421,42069.234091302096,20801.97717581173,73624.84215719825
19,#19-A5-MAPIBr_1_3_10mM_75C_cap4-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,10918.158910916496,37148.318467305864,23602.666462155514,71669.14384037787
20,#20-D6-MAPIBr_1_3_5mM_75C_cap5-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,6252.133357104368,28389.52636258685,7997.3391742406975,42638.998893931916
21,#21-C6-MAPIBr_1_3-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,12461.541312774754,36850.48902298977,19417.05603123291,68729.08636699744
22,#22-B6-MAPIBr_1_3_10mM_100C_cap1-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,6338.494883816472,44437.1848897852,28780.1686460143,79555.84841961597
23,#23-A6-MAPIBr_1_3_5mM_75C_cap2-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,4411.301547350454,40493.68998367609,21720.70122559343,66625.69275661997
24,#24-D7-MAPIBr_1_3-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,12039.743037865379,31865.65288579648,17315.229578396375,61220.62550205823
25,#25-C7-MAPIBr_1_3_10mM_100C_cap2-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,11109.902096283407,42393.77422403833,20092.459851313055,73596.13617163479
26,#26-B7-MAPIBr_1_3_10mM_100C_cap5-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,1129.3813984319636,28301.808845018542,6008.645791358063,35439.83603480857
27,#27-A7-MAPIBr_1_3_5mM_75C_PTAI-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,2740.6841122056035,17693.969477996954,2638.582783252441,23073.236373454998
