,Sample,Red,Green,Blue,Merit
0,#0-D1-MAPIBr_0_1_5mM_100C_cap5-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,368.35262024054464,2352.1519996130182,318.4446193526862,3038.9492392062493
1,#1-C1-MAPIBr_0_1_10mM_75C_cap2-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,2116.257361783022,7448.665768609241,10194.162654001868,19759.08578439413
2,#2-B1-MAPIBr_0_1_10mM_75C_cap5-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,1022.2658856953965,1039.4719542489945,284.1141090647719,2345.851949009163
3,#3-A1-MAPIBr_0_1_5mM_100C_cap2-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,2151.3300959954045,5260.034353896914,4603.950160962373,12015.314610854692
4,#4-D2-MAPIBr_0_1_10mM_75C_cap3-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,5120.267751386037,13501.122904592909,13836.19758970113,32457.588245680075
5,#5-C2-MAPIBr_0_1_10mM_75C_PTAI-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,6441.175162335357,9730.92371345599,1589.361121282826,17761.459997074173
6,#6-B2-MAPIBr_0_1_5mM_75C_cap3-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,8823.71788773376,25215.944355471147,30190.280141765023,64229.94238496993
7,#7-A2-MAPIBr_0_1_5mM_100C_PTAI-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,6090.551638809527,8251.692822753688,5337.556804948604,19679.80126651182
8,#8-D3-MAPIBr_0_1_5mM_75C_cap1-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,2723.822696102137,16091.9433657268,22199.91922598603,41015.685287814966
9,#9-C3-MAPIBr_0_1_5mM_75C_cap4-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,1370.1759124795606,11509.275177021826,9888.489678270053,22767.94076777144
10,#10-B3-MAPIBr_0_1-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,11093.397473003599,25053.152182416106,28663.550652517333,64810.10030793704
11,#11-A3-MAPIBr_0_1_10mM_75C_cap4-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,950.5616287214226,8190.293198562021,2943.9293990853116,12084.784226368754
12,#12-D4-MAPIBr_0_1_5mM_75C_cap5-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,765.402117678336,2450.005153334433,365.1888869853468,3580.596157998116
13,#13-C4-MAPIBr_0_1-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,5463.197169372398,19345.03606123485,22556.807086712437,47365.04031731968
14,#14-B4-MAPIBr_0_1_10mM_100C_cap1-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,763.8184758052505,14623.356952716815,27924.74846861459,43311.92389713666
15,#15-A4-MAPIBr_0_1_5mM_75C_cap2-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,2313.96406086666,12085.427850867123,14883.910447024147,29283.30235875793
16,#16-D5-MAPIBr_0_1-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,4998.833345036989,11991.417490043072,8166.436493539891,25156.68732861995
17,#17-C5-MAPIBr_0_1_10mM_100C_cap2-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,1846.751196598788,4577.363895915953,2830.729558216886,9254.844650731628
18,#18-B5-MAPIBr_0_1_10mM_100C_cap5-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,431.13280309746756,2498.5827519935942,480.7113888042339,3410.4269438952956
19,#19-A5-MAPIBr_0_1_5mM_75C_PTAI-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,5665.356204387258,7319.135501055026,3486.3785837031082,16470.87028914539
20,#20-D6-MAPIBr_0_1_10mM_100C_cap3-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,5479.608118203086,17854.35354253835,18847.181076663466,42181.1427374049
21,#21-C6-MAPIBr_0_1_10mM_100C_PTAI-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,6299.5603169853,10033.83316942549,1905.7293648395903,18239.12285125038
22,#22-B6-MAPIBr_0_1_5mM_100C_cap3-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,3080.0544745870475,13327.513743492973,9815.961894758195,26223.530112838213
23,#23-A6---MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,745.9085131932405,452.77557103317497,1543.001952740879,2741.6860369672945
24,#24-D7-MAPIBr_0_1_5mM_100C_cap1-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,1448.0245187372711,4225.040766493044,1636.7446531155074,7309.809938345823
25,#25-C7-MAPIBr_0_1_5mM_100C_cap4-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,570.8833182122632,3947.672331583214,532.8616885658756,5051.417338361352
26,#26-B7-MAPIBr_0_1_10mM_75C_cap1-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,614.2612353546037,8022.237626930696,9161.274526330793,17797.773388616093
27,#27-A7-MAPIBr_0_1_10mM_100C_cap4-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,1431.5465170869816,6267.4280752319955,1338.1544136978869,9037.129006016865
